"","x"
"z_1[2,51]",-0.00245650122299171
"z_1[1,52]",0.736469880382569
"z_1[2,52]",2.94725819616203
"z_1[1,53]",1.26677162364152
"z_1[2,53]",-1.42662225814474
"z_1[1,54]",-0.0478583867965965
"z_1[2,54]",-0.19871317440657
"L_1[1,1]",1
"L_1[2,1]",-0.55379185197094
"L_1[1,2]",0
"L_1[2,2]",0.823960582081971
